语言1名称1	语言1名称2	语言2名称1	语言2名称2	语言3名称1	语言3名称2
猎犬座地		獵犬座地			
狐狸座地		狐狸座地			
天鹅座地		天鵝座地			
小狮座地		小獅座地			
英仙座地		英仙座地			
牧夫座地		牧夫座地			
武仙座地		武仙座地			
后发座地		後發座地			
北冕座地		北冕座地			
天猫座地		天貓座地			
天琴座地		天琴座地			
海豚座地		海豚座地			
飞马座地		飛馬座地			
三角座地		三角座地			
天箭座地		天箭座地			
巨蟹座地		巨蟹座地			
白羊座地		白羊座地			
双子座地		雙子座地			
宝瓶座地		寶瓶座地			
室女座地		室女座地			
狮子座地		獅子座地			
金牛座地		金牛座地			
双鱼座地		雙魚座地			
摩羯座地		摩羯座地			
天蝎座地		天蠍座地			
天秤座地		天秤座地			
人马座地		人馬座地			
小马座地		小馬座地			
小犬座地		小犬座地			
天鹰座地		天鷹座地			
蛇夫座地		蛇夫座地			
巨蛇座地		巨蛇座地			
长蛇座地		長蛇座地			
麒麟座地		麒麟座地			
猎户座地		獵戶座地			
鲸鱼座地		鯨魚座地			
天坛座地		天壇座地			
绘架座地		繪架座地			
山案座地		山案座地			
天燕座地		天燕座地			
飞鱼座地		飛魚座地			
矩尺座地		矩尺座地			
剑鱼座地		劍魚座地			
时钟座地		時鐘座地			
杜鹃座地		杜鵑座地			
圆规座地		圓規座地			
蝘蜓座地		蝘蜓座地			
水蛇座地		水蛇座地			
凤凰座地		鳳凰座地			
孔雀座地		孔雀座地			
南极座地		南極座地			
天鹤座地		天鶴座地			
南冕座地		南冕座地			
大犬座地		大犬座地			
天鸽座地		天鴿座地			
乌鸦座地		烏鴉座地			
南鱼座地		南魚座地			
天兔座地		天兔座地			
船尾座地		船尾座地			
罗盘座地		羅盤座地			
船帆座地		船帆座地			
玉夫座地		玉夫座地			
波江座地		波江座地			
盾牌座地		盾牌座地			
天炉座地		天爐座地			
雕具座地		雕具座地			
巨爵座地		巨爵座地			
爱笑的		愛笑@			
有爱的		有愛@			
安静的		安靜@			
安详的		安詳@			
昂贵的		昂貴@			
傲慢的		傲慢@			
胖乎乎的		胖乎乎@			
标致的		標緻@			
博学的		博學@			
不凡的		不凡@			
高挑的		高挑@			
合群的		合群@			
宽容的		寬容@			
灵活的		靈活@			
喜悦的		喜悅@			
不满的		不滿@			
愤怒的		憤怒@			
粗心的		粗心@			
多疑的		多疑@			
冷静的		冷靜@			
沉著的		沉著@			
乐观的		樂觀@			
成熟的		成熟@			
迟疑的		遲疑@			
冲动的		衝動@			
纯洁的		純潔@			
纯真的		純真@			
慈祥的		慈祥@			
聪明的		聰明@			
从容的		從容@			
鲁莽的		魯莽@			
脆弱的		脆弱@			
大方的		大方@			
单纯的		單純@			
胆怯的		膽怯@			
胆小的		膽小@			
淡定的		淡定@			
得意的		得意@			
典雅的		典雅@			
懂事的		懂事@			
动人的		動人@			
独立的		獨立@			
端庄的		端莊@			
愤慨的		憤慨@			
疲倦的		疲倦@			
乏味的		乏味@			
不羁的		不羈@			
稚嫩的		稚嫩@			
优雅的		優雅@			
风趣的		風趣@			
福态的		福態@			
自负的		自負@			
土豪的		土豪@			
感恩的		感恩@			
干净的		乾淨@			
高兴的		高興@			
高雅的		高雅@			
耿直的		耿直@			
孤独的		孤獨@			
固定的		固定@			
固执的		固執@			
乖巧的		乖巧@			
果断的		果斷@			
害羞的		害羞@			
含蓄的		含蓄@			
豪放的		豪放@			
豪爽的		豪爽@			
好奇的		好奇@			
和平的		和平@			
和气的		和氣@			
和谐的		和諧@			
红润的		紅潤@			
欢快的		歡快@			
欢乐的		歡樂@			
欢腾的		歡騰@			
欢喜的		歡喜@			
欢欣的		歡欣@			
豁达的		豁達@			
活泼的		活潑@			
敏捷的		敏捷@			
机智的		機智@			
积极的		積極@			
激动的		激動@			
坚定的		堅定@			
坚强的		堅強@			
简单的		簡單@			
简洁的		簡潔@			
强壮的		強壯@			
娇柔的		嬌柔@			
聪颖的		聰穎@			
结实的		結實@			
谨慎的		謹慎@			
惊讶的		驚訝@			
倔强的		倔強@			
俊朗的		俊朗@			
开朗的		開朗@			
开心的		開心@			
可爱的		可愛@			
可亲的		可親@			
快乐的		快樂@			
快忧的		快憂@			
老实的		老實@			
冷淡的		冷淡@			
冷漠的		冷漠@			
玲珑的		玲瓏@			
率直的		率直@			
满足的		滿足@			
美丽的		美麗@			
美满的		美滿@			
美目的		美目@			
魅力的		魅力@			
迷人的		迷人@			
腼腆的		靦腆@			
明快的		明快@			
明亮的		明亮@			
明确的		明確@			
耐心的		耐心@			
内向的		內向@			
年轻的		年輕@			
努力的		努力@			
漂亮的		漂亮@			
平淡的		平淡@			
平等的		平等@			
平和的		平和@			
天仙的		天仙@			
俏丽的		俏麗@			
勤劳的		勤勞@			
轻率的		輕率@			
轻松的		輕鬆@			
清楚的		清楚@			
清净的		清淨@			
热情的		熱情@			
任性的		任性@			
大度的		大度@			
柔弱的		柔弱@			
善变的		善變@			
善良的		善良@			
舒服的		舒服@			
舒心的		舒心@			
爽朗的		爽朗@			
顺从的		順從@			
顺服的		順服@			
通俗的		通俗@			
随和的		隨和@			
坦率的		坦率@			
坦然的		坦然@			
沉醉的		沉醉@			
淘气的		淘氣@			
体贴的		體貼@			
天真的		天真@			
甜美的		甜美@			
甜蜜的		甜蜜@			
调皮的		調皮@			
正直的		正直@			
团结的		團結@			
外向的		外向@			
顽皮的		頑皮@			
伟大的		偉大@			
温和的		溫和@			
温暖的		溫暖@			
温柔的		溫柔@			
温润的		溫潤@			
文静的		文靜@			
文雅的		文雅@			
稳重的		穩重@			
自在的		自在@			
无畏的		無畏@			
无邪的		無邪@			
妩媚的		嫵媚@			
武断的		武斷@			
务实的		務實@			
希望的		希望@			
喜爱的		喜愛@			
细节的		細節@			
鲜嫩的		鮮嫩@			
潇洒的		瀟灑@			
小巧的		小巧@			
欣慰的		欣慰@			
欣喜的		欣喜@			
大眼的		大眼@			
醒目的		醒目@			
兴奋的		興奮@			
杏眼的		杏眼@			
幸福的		幸福@			
修长的		修長@			
羞涩的		羞澀@			
秀丽的		秀麗@			
秀目的		秀目@			
雪白的		雪白@			
严肃的		嚴肅@			
洋气的		洋氣@			
毅力的		毅力@			
英俊的		英俊@			
勇敢的		勇敢@			
优美的		優美@			
优秀的		優秀@			
幽默的		幽默@			
悠然的		悠然@			
友爱的		友愛@			
友好的		友好@			
友善的		友善@			
有趣的		有趣@			
坚韧的		堅韌@			
愉快的		愉快@			
郁忧的		鬱憂@			
匀称的		勻稱@			
赞许的		贊許@			
真诚的		真誠@			
整洁的		整潔@			
整齐的		整齊@			
知足的		知足@			
执著的		執著@			
稚气的		稚氣@			
忠诚的		忠誠@			
忠心的		忠心@			
有序的		有序@			
主观的		主觀@			
壮观的		壯觀@			
自立的		自立@			
自信的		自信@			
尊敬的		尊敬@			
保守的		保守@			
笔直的		筆直@			
天枢星的		天樞星@			
天璇星的		天璿星@			
天玑星的		天璣星@			
天权星的		天權星@			
玉衡星的		玉衡星@			
开阳星的		開陽星@			
摇光星的		搖光星@			
太阳星的		太陽星@			
太阴星的		太陰星@			
辰星的		辰星@			
太白星的		太白星@			
荧惑星的		熒惑星@			
岁星的		歲星@			
镇星的		鎮星@			
罗睺星的		羅睺星@			
劫火星的		劫火星@			
计都星的		計都星@			
紫气星的		紫氣星@			
紫微星的		紫微星@			
天机星的		天機星@			
武曲星的		武曲星@			
天同星的		天同星@			
廉贞星的		廉貞星@			
天府星的		天府星@			
贪狼星的		貪狼星@			
巨门星的		巨門星@			
天相星的		天相星@			
天梁星的		天梁星@			
七杀星的		七殺星@			
破军星的		破軍星@			
禄存星的		祿存星@			
天马星的		天馬星@			
左辅星的		左輔星@			
右弼星的		右弼星@			
文昌星的		文昌星@			
文曲星的		文曲星@			
天魁星的		天魁星@			
天钺星的		天鉞星@			
火星的		火星@			
铃星的		鈴星@			
擎羊星的		擎羊星@			
陀罗星的		陀羅星@			
天空星的		天空星@			
地劫星的		地劫星@			
太阳的		太陽@			
月亮的		月亮@			
木星的		木星@			
金星的		金星@			
水星的		水星@			
土星的		土星@			
天王星的		天王星@			
海王星的		海王星@			
冥王星的		冥王星@			
地球的		地球@			
比邻星的		比鄰星@			
天狼星的		天狼星@			
牛郎星的		牛郎星@			
织女星的		織女星@			
谷神星的		穀神星@			
小熊座的		小熊座@			
大熊座的		大熊座@			
仙后座的		仙后座@			
天龙座的		天龍座@			
仙王座的		仙王座@			
蝎虎座的		蠍虎座@			
仙女座的		仙女座@			
鹿豹座的		鹿豹座@			
御夫座的		禦夫座@			
猎犬座的		獵犬座@			
狐狸座的		狐狸座@			
天鹅座的		天鵝座@			
小狮座的		小獅座@			
英仙座的		英仙座@			
牧夫座的		牧夫座@			
武仙座的		武仙座@			
后发座的		後發座@			
北冕座的		北冕座@			
天猫座的		天貓座@			
天琴座的		天琴座@			
海豚座的		海豚座@			
飞马座的		飛馬座@			
三角座的		三角座@			
天箭座的		天箭座@			
巨蟹座的		巨蟹座@			
白羊座的		白羊座@			
双子座的		雙子座@			
宝瓶座的		寶瓶座@			
室女座的		室女座@			
狮子座的		獅子座@			
金牛座的		金牛座@			
双鱼座的		雙魚座@			
摩羯座的		摩羯座@			
天蝎座的		天蠍座@			
天秤座的		天秤座@			
人马座的		人馬座@			
小马座的		小馬座@			
小犬座的		小犬座@			
天鹰座的		天鷹座@			
蛇夫座的		蛇夫座@			
巨蛇座的		巨蛇座@			
长蛇座的		長蛇座@			
麒麟座的		麒麟座@			
猎户座的		獵戶座@			
鲸鱼座的		鯨魚座@			
天坛座的		天壇座@			
绘架座的		繪架座@			
山案座的		山案座@			
天燕座的		天燕座@			
飞鱼座的		飛魚座@			
矩尺座的		矩尺座@			
剑鱼座的		劍魚座@			
时钟座的		時鐘座@			
杜鹃座的		杜鵑座@			
圆规座的		圓規座@			
蝘蜓座的		蝘蜓座@			
水蛇座的		水蛇座@			
凤凰座的		鳳凰座@			
孔雀座的		孔雀座@			
南极座的		南極座@			
天鹤座的		天鶴座@			
南冕座的		南冕座@			
大犬座的		大犬座@			
天鸽座的		天鴿座@			
乌鸦座的		烏鴉座@			
南鱼座的		南魚座@			
天兔座的		天兔座@			
船尾座的		船尾座@			
罗盘座的		羅盤座@			
船帆座的		船帆座@			
玉夫座的		玉夫座@			
波江座的		波江座@			
盾牌座的		盾牌座@			
天炉座的		天爐座@			
雕具座的		雕具座@			
巨爵座的		巨爵座@			
爱笑的		愛笑丶			
有爱的		有愛丶			
安静的		安靜丶			
安详的		安詳丶			
昂贵的		昂貴丶			
傲慢的		傲慢丶			
胖乎乎的		胖乎乎丶			
标致的		標緻丶			
博学的		博學丶			
不凡的		不凡丶			
高挑的		高挑丶			
合群的		合群丶			
宽容的		寬容丶			
灵活的		靈活丶			
喜悦的		喜悅丶			
不满的		不滿丶			
愤怒的		憤怒丶			
粗心的		粗心丶			
多疑的		多疑丶			
冷静的		冷靜丶			
沉著的		沉著丶			
乐观的		樂觀丶			
成熟的		成熟丶			
迟疑的		遲疑丶			
冲动的		衝動丶			
纯洁的		純潔丶			
纯真的		純真丶			
慈祥的		慈祥丶			
聪明的		聰明丶			
从容的		從容丶			
鲁莽的		魯莽丶			
脆弱的		脆弱丶			
大方的		大方丶			
单纯的		單純丶			
胆怯的		膽怯丶			
胆小的		膽小丶			
淡定的		淡定丶			
得意的		得意丶			
典雅的		典雅丶			
懂事的		懂事丶			
动人的		動人丶			
独立的		獨立丶			
端庄的		端莊丶			
愤慨的		憤慨丶			
疲倦的		疲倦丶			
乏味的		乏味丶			
不羁的		不羈丶			
稚嫩的		稚嫩丶			
优雅的		優雅丶			
风趣的		風趣丶			
福态的		福態丶			
自负的		自負丶			
土豪的		土豪丶			
感恩的		感恩丶			
干净的		乾淨丶			
高兴的		高興丶			
高雅的		高雅丶			
耿直的		耿直丶			
孤独的		孤獨丶			
固定的		固定丶			
固执的		固執丶			
乖巧的		乖巧丶			
果断的		果斷丶			
害羞的		害羞丶			
含蓄的		含蓄丶			
豪放的		豪放丶			
豪爽的		豪爽丶			
好奇的		好奇丶			
和平的		和平丶			
和气的		和氣丶			
和谐的		和諧丶			
红润的		紅潤丶			
欢快的		歡快丶			
欢乐的		歡樂丶			
欢腾的		歡騰丶			
欢喜的		歡喜丶			
欢欣的		歡欣丶			
豁达的		豁達丶			
活泼的		活潑丶			
敏捷的		敏捷丶			
机智的		機智丶			
积极的		積極丶			
激动的		激動丶			
坚定的		堅定丶			
坚强的		堅強丶			
简单的		簡單丶			
简洁的		簡潔丶			
强壮的		強壯丶			
娇柔的		嬌柔丶			
聪颖的		聰穎丶			
结实的		結實丶			
谨慎的		謹慎丶			
惊讶的		驚訝丶			
倔强的		倔強丶			
俊朗的		俊朗丶			
开朗的		開朗丶			
开心的		開心丶			
可爱的		可愛丶			
可亲的		可親丶			
快乐的		快樂丶			
快忧的		快憂丶			
老实的		老實丶			
冷淡的		冷淡丶			
冷漠的		冷漠丶			
玲珑的		玲瓏丶			
率直的		率直丶			
满足的		滿足丶			
美丽的		美麗丶			
美满的		美滿丶			
美目的		美目丶			
魅力的		魅力丶			
迷人的		迷人丶			
腼腆的		靦腆丶			
明快的		明快丶			
明亮的		明亮丶			
明确的		明確丶			
耐心的		耐心丶			
内向的		內向丶			
年轻的		年輕丶			
努力的		努力丶			
漂亮的		漂亮丶			
平淡的		平淡丶			
平等的		平等丶			
平和的		平和丶			
天仙的		天仙丶			
俏丽的		俏麗丶			
勤劳的		勤勞丶			
轻率的		輕率丶			
轻松的		輕鬆丶			
清楚的		清楚丶			
清净的		清淨丶			
热情的		熱情丶			
任性的		任性丶			
大度的		大度丶			
柔弱的		柔弱丶			
善变的		善變丶			
善良的		善良丶			
舒服的		舒服丶			
舒心的		舒心丶			
爽朗的		爽朗丶			
顺从的		順從丶			
顺服的		順服丶			
通俗的		通俗丶			
随和的		隨和丶			
坦率的		坦率丶			
坦然的		坦然丶			
沉醉的		沉醉丶			
淘气的		淘氣丶			
体贴的		體貼丶			
天真的		天真丶			
甜美的		甜美丶			
甜蜜的		甜蜜丶			
调皮的		調皮丶			
正直的		正直丶			
团结的		團結丶			
外向的		外向丶			
顽皮的		頑皮丶			
伟大的		偉大丶			
温和的		溫和丶			
温暖的		溫暖丶			
温柔的		溫柔丶			
温润的		溫潤丶			
文静的		文靜丶			
文雅的		文雅丶			
稳重的		穩重丶			
自在的		自在丶			
无畏的		無畏丶			
无邪的		無邪丶			
妩媚的		嫵媚丶			
武断的		武斷丶			
务实的		務實丶			
希望的		希望丶			
喜爱的		喜愛丶			
细节的		細節丶			
鲜嫩的		鮮嫩丶			
潇洒的		瀟灑丶			
小巧的		小巧丶			
欣慰的		欣慰丶			
欣喜的		欣喜丶			
大眼的		大眼丶			
醒目的		醒目丶			
兴奋的		興奮丶			
杏眼的		杏眼丶			
幸福的		幸福丶			
修长的		修長丶			
羞涩的		羞澀丶			
秀丽的		秀麗丶			
秀目的		秀目丶			
雪白的		雪白丶			
严肃的		嚴肅丶			
洋气的		洋氣丶			
毅力的		毅力丶			
英俊的		英俊丶			
勇敢的		勇敢丶			
优美的		優美丶			
优秀的		優秀丶			
幽默的		幽默丶			
悠然的		悠然丶			
友爱的		友愛丶			
友好的		友好丶			
友善的		友善丶			
有趣的		有趣丶			
坚韧的		堅韌丶			
愉快的		愉快丶			
郁忧的		鬱憂丶			
匀称的		勻稱丶			
赞许的		贊許丶			
真诚的		真誠丶			
整洁的		整潔丶			
整齐的		整齊丶			
知足的		知足丶			
执著的		執著丶			
稚气的		稚氣丶			
忠诚的		忠誠丶			
忠心的		忠心丶			
有序的		有序丶			
主观的		主觀丶			
壮观的		壯觀丶			
自立的		自立丶			
自信的		自信丶			
尊敬的		尊敬丶			
保守的		保守丶			
笔直的		筆直丶			
天枢星的		天樞星丶			
天璇星的		天璿星丶			
天玑星的		天璣星丶			
天权星的		天權星丶			
玉衡星的		玉衡星丶			
开阳星的		開陽星丶			
摇光星的		搖光星丶			
太阳星的		太陽星丶			
太阴星的		太陰星丶			
辰星的		辰星丶			
太白星的		太白星丶			
荧惑星的		熒惑星丶			
岁星的		歲星丶			
镇星的		鎮星丶			
罗睺星的		羅睺星丶			
劫火星的		劫火星丶			
计都星的		計都星丶			
紫气星的		紫氣星丶			
紫微星的		紫微星丶			
天机星的		天機星丶			
武曲星的		武曲星丶			
天同星的		天同星丶			
廉贞星的		廉貞星丶			
天府星的		天府星丶			
贪狼星的		貪狼星丶			
巨门星的		巨門星丶			
天相星的		天相星丶			
天梁星的		天梁星丶			
七杀星的		七殺星丶			
破军星的		破軍星丶			
禄存星的		祿存星丶			
天马星的		天馬星丶			
左辅星的		左輔星丶			
右弼星的		右弼星丶			
文昌星的		文昌星丶			
文曲星的		文曲星丶			
天魁星的		天魁星丶			
天钺星的		天鉞星丶			
火星的		火星丶			
铃星的		鈴星丶			
擎羊星的		擎羊星丶			
陀罗星的		陀羅星丶			
天空星的		天空星丶			
地劫星的		地劫星丶			
太阳的		太陽丶			
月亮的		月亮丶			
木星的		木星丶			
金星的		金星丶			
水星的		水星丶			
土星的		土星丶			
天王星的		天王星丶			
海王星的		海王星丶			
冥王星的		冥王星丶			
地球的		地球丶			
比邻星的		比鄰星丶			
天狼星的		天狼星丶			
牛郎星的		牛郎星丶			
织女星的		織女星丶			
谷神星的		穀神星丶			
小熊座的		小熊座丶			
大熊座的		大熊座丶			
仙后座的		仙后座丶			
天龙座的		天龍座丶			
仙王座的		仙王座丶			
蝎虎座的		蠍虎座丶			
仙女座的		仙女座丶			
鹿豹座的		鹿豹座丶			
御夫座的		禦夫座丶			
猎犬座的		獵犬座丶			
狐狸座的		狐狸座丶			
天鹅座的		天鵝座丶			
小狮座的		小獅座丶			
英仙座的		英仙座丶			
牧夫座的		牧夫座丶			
武仙座的		武仙座丶			
后发座的		後發座丶			
北冕座的		北冕座丶			
天猫座的		天貓座丶			
天琴座的		天琴座丶			
海豚座的		海豚座丶			
飞马座的		飛馬座丶			
三角座的		三角座丶			
天箭座的		天箭座丶			
巨蟹座的		巨蟹座丶			
白羊座的		白羊座丶			
双子座的		雙子座丶			
宝瓶座的		寶瓶座丶			
室女座的		室女座丶			
狮子座的		獅子座丶			
金牛座的		金牛座丶			
双鱼座的		雙魚座丶			
摩羯座的		摩羯座丶			
天蝎座的		天蠍座丶			
天秤座的		天秤座丶			
人马座的		人馬座丶			
小马座的		小馬座丶			
小犬座的		小犬座丶			
天鹰座的		天鷹座丶			
蛇夫座的		蛇夫座丶			
巨蛇座的		巨蛇座丶			
长蛇座的		長蛇座丶			
麒麟座的		麒麟座丶			
猎户座的		獵戶座丶			
鲸鱼座的		鯨魚座丶			
天坛座的		天壇座丶			
绘架座的		繪架座丶			
山案座的		山案座丶			
天燕座的		天燕座丶			
飞鱼座的		飛魚座丶			
矩尺座的		矩尺座丶			
剑鱼座的		劍魚座丶			
时钟座的		時鐘座丶			
杜鹃座的		杜鵑座丶			
圆规座的		圓規座丶			
蝘蜓座的		蝘蜓座丶			
水蛇座的		水蛇座丶			
凤凰座的		鳳凰座丶			
孔雀座的		孔雀座丶			
南极座的		南極座丶			
天鹤座的		天鶴座丶			
南冕座的		南冕座丶			
大犬座的		大犬座丶			
天鸽座的		天鴿座丶			
乌鸦座的		烏鴉座丶			
南鱼座的		南魚座丶			
天兔座的		天兔座丶			
船尾座的		船尾座丶			
罗盘座的		羅盤座丶			
船帆座的		船帆座丶			
玉夫座的		玉夫座丶			
波江座的		波江座丶			
盾牌座的		盾牌座丶			
天炉座的		天爐座丶			
雕具座的		雕具座丶			
巨爵座的		巨爵座丶			
爱笑吧		愛笑吧			
有爱吧		有愛吧			
安静吧		安靜吧			
安详吧		安詳吧			
昂贵吧		昂貴吧			
傲慢吧		傲慢吧			
胖乎乎吧		胖乎乎吧			
标致吧		標緻吧			
博学吧		博學吧			
不凡吧		不凡吧			
高挑吧		高挑吧			
合群吧		合群吧			
宽容吧		寬容吧			
灵活吧		靈活吧			
喜悦吧		喜悅吧			
不满吧		不滿吧			
愤怒吧		憤怒吧			
粗心吧		粗心吧			
多疑吧		多疑吧			
冷静吧		冷靜吧			
沉著吧		沉著吧			
乐观吧		樂觀吧			
成熟吧		成熟吧			
迟疑吧		遲疑吧			
冲动吧		衝動吧			
纯洁吧		純潔吧			
纯真吧		純真吧			
慈祥吧		慈祥吧			
聪明吧		聰明吧			
从容吧		從容吧			
鲁莽吧		魯莽吧			
脆弱吧		脆弱吧			
大方吧		大方吧			
单纯吧		單純吧			
胆怯吧		膽怯吧			
胆小吧		膽小吧			
淡定吧		淡定吧			
得意吧		得意吧			
典雅吧		典雅吧			
懂事吧		懂事吧			
动人吧		動人吧			
独立吧		獨立吧			
端庄吧		端莊吧			
愤慨吧		憤慨吧			
疲倦吧		疲倦吧			
乏味吧		乏味吧			
不羁吧		不羈吧			
稚嫩吧		稚嫩吧			
优雅吧		優雅吧			
风趣吧		風趣吧			
福态吧		福態吧			
自负吧		自負吧			
土豪吧		土豪吧			
感恩吧		感恩吧			
干净吧		乾淨吧			
高兴吧		高興吧			
高雅吧		高雅吧			
耿直吧		耿直吧			
孤独吧		孤獨吧			
固定吧		固定吧			
固执吧		固執吧			
乖巧吧		乖巧吧			
果断吧		果斷吧			
害羞吧		害羞吧			
含蓄吧		含蓄吧			
豪放吧		豪放吧			
豪爽吧		豪爽吧			
好奇吧		好奇吧			
和平吧		和平吧			
和气吧		和氣吧			
和谐吧		和諧吧			
红润吧		紅潤吧			
欢快吧		歡快吧			
欢乐吧		歡樂吧			
欢腾吧		歡騰吧			
欢喜吧		歡喜吧			
欢欣吧		歡欣吧			
豁达吧		豁達吧			
活泼吧		活潑吧			
敏捷吧		敏捷吧			
机智吧		機智吧			
积极吧		積極吧			
激动吧		激動吧			
坚定吧		堅定吧			
坚强吧		堅強吧			
简单吧		簡單吧			
简洁吧		簡潔吧			
强壮吧		強壯吧			
娇柔吧		嬌柔吧			
聪颖吧		聰穎吧			
结实吧		結實吧			
谨慎吧		謹慎吧			
惊讶吧		驚訝吧			
倔强吧		倔強吧			
俊朗吧		俊朗吧			
开朗吧		開朗吧			
开心吧		開心吧			
可爱吧		可愛吧			
可亲吧		可親吧			
快乐吧		快樂吧			
快忧吧		快憂吧			
老实吧		老實吧			
冷淡吧		冷淡吧			
冷漠吧		冷漠吧			
玲珑吧		玲瓏吧			
率直吧		率直吧			
满足吧		滿足吧			
美丽吧		美麗吧			
美满吧		美滿吧			
美目吧		美目吧			
魅力吧		魅力吧			
迷人吧		迷人吧			
腼腆吧		靦腆吧			
明快吧		明快吧			
明亮吧		明亮吧			
明确吧		明確吧			
耐心吧		耐心吧			
内向吧		內向吧			
年轻吧		年輕吧			
努力吧		努力吧			
漂亮吧		漂亮吧			
平淡吧		平淡吧			
平等吧		平等吧			
平和吧		平和吧			
天仙吧		天仙吧			
俏丽吧		俏麗吧			
勤劳吧		勤勞吧			
轻率吧		輕率吧			
轻松吧		輕鬆吧			
清楚吧		清楚吧			
清净吧		清淨吧			
热情吧		熱情吧			
任性吧		任性吧			
大度吧		大度吧			
柔弱吧		柔弱吧			
善变吧		善變吧			
善良吧		善良吧			
舒服吧		舒服吧			
舒心吧		舒心吧			
爽朗吧		爽朗吧			
顺从吧		順從吧			
顺服吧		順服吧			
通俗吧		通俗吧			
随和吧		隨和吧			
坦率吧		坦率吧			
坦然吧		坦然吧			
沉醉吧		沉醉吧			
淘气吧		淘氣吧			
体贴吧		體貼吧			
天真吧		天真吧			
甜美吧		甜美吧			
甜蜜吧		甜蜜吧			
调皮吧		調皮吧			
正直吧		正直吧			
团结吧		團結吧			
外向吧		外向吧			
顽皮吧		頑皮吧			
伟大吧		偉大吧			
温和吧		溫和吧			
温暖吧		溫暖吧			
温柔吧		溫柔吧			
温润吧		溫潤吧			
文静吧		文靜吧			
文雅吧		文雅吧			
稳重吧		穩重吧			
自在吧		自在吧			
无畏吧		無畏吧			
无邪吧		無邪吧			
妩媚吧		嫵媚吧			
武断吧		武斷吧			
务实吧		務實吧			
希望吧		希望吧			
喜爱吧		喜愛吧			
细节吧		細節吧			
鲜嫩吧		鮮嫩吧			
潇洒吧		瀟灑吧			
小巧吧		小巧吧			
欣慰吧		欣慰吧			
欣喜吧		欣喜吧			
大眼吧		大眼吧			
醒目吧		醒目吧			
兴奋吧		興奮吧			
杏眼吧		杏眼吧			
幸福吧		幸福吧			
修长吧		修長吧			
羞涩吧		羞澀吧			
秀丽吧		秀麗吧			
秀目吧		秀目吧			
雪白吧		雪白吧			
严肃吧		嚴肅吧			
洋气吧		洋氣吧			
毅力吧		毅力吧			
英俊吧		英俊吧			
勇敢吧		勇敢吧			
优美吧		優美吧			
优秀吧		優秀吧			
幽默吧		幽默吧			
悠然吧		悠然吧			
友爱吧		友愛吧			
友好吧		友好吧			
友善吧		友善吧			
有趣吧		有趣吧			
坚韧吧		堅韌吧			
愉快吧		愉快吧			
郁忧吧		鬱憂吧			
匀称吧		勻稱吧			
赞许吧		贊許吧			
真诚吧		真誠吧			
整洁吧		整潔吧			
整齐吧		整齊吧			
知足吧		知足吧			
执著吧		執著吧			
稚气吧		稚氣吧			
忠诚吧		忠誠吧			
忠心吧		忠心吧			
有序吧		有序吧			
主观吧		主觀吧			
壮观吧		壯觀吧			
自立吧		自立吧			
自信吧		自信吧			
尊敬吧		尊敬吧			
保守吧		保守吧			
笔直吧		筆直吧			
天枢星吧		天樞星吧			
天璇星吧		天璿星吧			
天玑星吧		天璣星吧			
天权星吧		天權星吧			
玉衡星吧		玉衡星吧			
开阳星吧		開陽星吧			
摇光星吧		搖光星吧			
太阳星吧		太陽星吧			
太阴星吧		太陰星吧			
辰星吧		辰星吧			
太白星吧		太白星吧			
荧惑星吧		熒惑星吧			
岁星吧		歲星吧			
镇星吧		鎮星吧			
罗睺星吧		羅睺星吧			
劫火星吧		劫火星吧			
计都星吧		計都星吧			
紫气星吧		紫氣星吧			
紫微星吧		紫微星吧			
天机星吧		天機星吧			
武曲星吧		武曲星吧			
天同星吧		天同星吧			
廉贞星吧		廉貞星吧			
天府星吧		天府星吧			
贪狼星吧		貪狼星吧			
巨门星吧		巨門星吧			
天相星吧		天相星吧			
天梁星吧		天梁星吧			
七杀星吧		七殺星吧			
破军星吧		破軍星吧			
禄存星吧		祿存星吧			
天马星吧		天馬星吧			
左辅星吧		左輔星吧			
右弼星吧		右弼星吧			
文昌星吧		文昌星吧			
文曲星吧		文曲星吧			
天魁星吧		天魁星吧			
天钺星吧		天鉞星吧			
火星吧		火星吧			
铃星吧		鈴星吧			
擎羊星吧		擎羊星吧			
陀罗星吧		陀羅星吧			
天空星吧		天空星吧			
地劫星吧		地劫星吧			
太阳吧		太陽吧			
月亮吧		月亮吧			
木星吧		木星吧			
金星吧		金星吧			
水星吧		水星吧			
土星吧		土星吧			
天王星吧		天王星吧			
海王星吧		海王星吧			
冥王星吧		冥王星吧			
地球吧		地球吧			
比邻星吧		比鄰星吧			
天狼星吧		天狼星吧			
牛郎星吧		牛郎星吧			
织女星吧		織女星吧			
谷神星吧		穀神星吧			
小熊座吧		小熊座吧			
大熊座吧		大熊座吧			
仙后座吧		仙后座吧			
天龙座吧		天龍座吧			
仙王座吧		仙王座吧			
蝎虎座吧		蠍虎座吧			
仙女座吧		仙女座吧			
鹿豹座吧		鹿豹座吧			
御夫座吧		禦夫座吧			
猎犬座吧		獵犬座吧			
狐狸座吧		狐狸座吧			
天鹅座吧		天鵝座吧			
小狮座吧		小獅座吧			
英仙座吧		英仙座吧			
牧夫座吧		牧夫座吧			
武仙座吧		武仙座吧			
后发座吧		後發座吧			
北冕座吧		北冕座吧			
天猫座吧		天貓座吧			
天琴座吧		天琴座吧			
海豚座吧		海豚座吧			
